timestamp,message_interval_ms,angle_deg,can_id,raw_data_hex,bus_load_estimate
1761218098.878217,,27.200000000000003,688,100100079E,100.0
1761218100.368027,10.048866271972656,24.200000000000003,688,F2000507C3,100.0
1761218100.447958,9.721040725708008,21.200000000000003,688,D40007072B,100.0
1761218100.527925,9.686946868896484,18.0,688,B400090723,100.0
1761218100.578247,10.437965393066406,14.600000000000001,688,92000D0798,100.0
1761218100.618226,10.331153869628906,11.600000000000001,688,74000F077C,100.0
1761218100.66818,9.905099868774414,8.3,688,53000F07F1,100.0
1761218101.287994,9.66191291809082,11.600000000000001,688,740009072F,100.0
1761218101.347906,9.573221206665039,15.0,688,96000B0765,100.0
1761218101.398376,10.49494743347168,18.2,688,B6000D07DA,100.0
1761218103.318435,10.429859161376953,15.100000000000001,688,970001072A,100.0
1761218104.188179,9.829998016357422,12.100000000000001,688,7900010791,100.0
1761218104.418201,10.113000869750977,9.0,688,5A00040748,100.0
1761218104.53814,10.190963745117188,5.9,688,3B000607D4,100.0
1761218104.69813,10.187864303588867,2.9000000000000004,688,1D000407B4,100.0
1761218105.03845,10.432004928588867,-0.2,688,FEFF030736,100.0
1761218106.228072,9.641885757446289,-3.3000000000000003,688,DFFF0207AD,100.0
1761218107.598397,10.107994079589844,-6.300000000000001,688,C1FF0007C6,100.0
1761218112.958594,10.461091995239258,-9.5,688,A1FF05077E,100.0
1761218113.048301,9.883880615234375,-12.700000000000001,688,81FF080717,100.0
1761218113.138472,10.157108306884766,-15.9,688,61FF080780,100.0
1761218113.218464,10.116815567016602,-18.900000000000002,688,43FF090718,100.0
1761218113.318478,10.223150253295898,-22.0,688,24FF070742,100.0
1761218113.438498,10.406970977783203,-25.0,688,06FF06079E,100.0
1761218113.518587,10.285139083862305,-28.0,688,E8FE0807E6,100.0
1761218113.598584,10.453939437866211,-31.0,688,CAFE08076E,100.0
1761218113.678611,10.23411750793457,-34.0,688,ACFE0907F6,100.0
1761218113.758362,9.943962097167969,-37.300000000000004,688,8BFE0A071E,100.0
1761218113.838144,10.003089904785156,-40.400000000000006,688,6CFE090736,100.0
1761218113.928368,9.965181350708008,-43.5,688,4DFE08078F,100.0
1761218114.038444,10.107994079589844,-46.5,688,2FFE06077A,100.0
1761218114.148321,9.866952896118164,-49.7,688,0FFE0607A5,100.0
1761218114.238452,9.970903396606445,-53.0,688,EEFD08073E,100.0
1761218114.298468,10.364055633544922,-56.1,688,CFFD0A0784,100.0
1761218114.348177,9.691953659057617,-59.300000000000004,688,AFFD0C0759,100.0
1761218114.38822,9.735107421875,-62.6,688,8EFD0F071D,100.0
1761218114.428167,9.595155715942383,-65.9,688,6DFD1207C1,100.0
1761218114.468419,9.843111038208008,-69.5,688,49FD140785,100.0
1761218114.508176,9.600162506103516,-72.8,688,28FD140739,100.0
1761218114.548525,9.966135025024414,-76.5,688,03FD1407ED,100.0
1761218114.588243,9.651899337768555,-80.30000000000001,688,DDFC160721,100.0
1761218114.628164,9.567975997924805,-83.9,688,B9FC160745,100.0
1761218114.668389,9.945154190063477,-87.60000000000001,688,94FC160779,100.0
1761218114.698641,10.44011116027832,-90.60000000000001,688,76FC1707FC,100.0
1761218114.728191,9.64498519897461,-93.80000000000001,688,56FC18071F,100.0
1761218114.768226,9.6588134765625,-97.80000000000001,688,2EFC180723,100.0
1761218114.798122,9.886980056762695,-101.0,688,0EFC190746,100.0
1761218114.828237,9.838104248046875,-104.5,688,EBFB1A0749,100.0
1761218114.858351,10.1470947265625,-108.4,688,C4FB1C07AC,100.0
1761218114.888066,9.649991989135742,-112.5,688,9BFB1E071F,100.0
1761218114.908125,9.74893569946289,-115.30000000000001,688,7FFB1F0741,100.0
1761218114.928169,9.710073471069336,-118.10000000000001,688,63FB200773,100.0
1761218114.948353,9.946107864379883,-121.2,688,44FB210755,100.0
1761218114.9682,9.737968444824219,-124.4,688,24FB230737,100.0
1761218114.988191,9.768962860107422,-127.5,688,05FB240799,100.0
1761218115.008089,9.693145751953125,-130.70000000000002,688,E5FA25075B,100.0
1761218115.028187,9.788990020751953,-133.9,688,C5FA25071D,100.0
1761218115.048181,9.720087051391602,-136.70000000000002,688,A9FA24078F,100.0
1761218115.068205,9.669065475463867,-139.70000000000002,688,8BFA240761,100.0
1761218115.088144,9.637117385864258,-142.70000000000002,688,6DFA2507D3,100.0
1761218115.10816,9.737968444824219,-145.6,688,50FA240745,100.0
1761218115.128138,9.690999984741211,-148.0,688,38FA2307F7,100.0
1761218115.148129,9.577035903930664,-150.6,688,1EFA220749,100.0
1761218115.168164,9.802103042602539,-153.1,688,05FA2207CB,100.0
1761218115.188102,9.604930877685547,-155.70000000000002,688,EBF92107AD,100.0
1761218115.208067,9.599924087524414,-158.10000000000002,688,D3F920072F,100.0
1761218115.22815,9.60397720336914,-160.4,688,BCF9200751,100.0
1761218115.248129,9.66191291809082,-162.60000000000002,688,A6F91E0713,100.0
1761218115.268348,9.772062301635742,-164.8,688,90F91E0725,100.0
1761218115.288173,9.685993194580078,-167.10000000000002,688,79F91D0747,100.0
1761218115.308409,9.861946105957031,-169.3,688,63F91D0719,100.0
1761218115.328226,9.756088256835938,-171.4,688,4EF91C07DB,100.0
1761218115.348193,9.655952453613281,-173.5,688,39F91C07BD,100.0
1761218115.368235,9.572029113769531,-175.9,688,21F91C070F,100.0
1761218115.388174,9.613990783691406,-178.10000000000002,688,0BF91C0761,100.0
1761218115.408169,9.655952453613281,-180.5,688,F3F81C0723,100.0
1761218115.428359,9.818077087402344,-182.8,688,DCF81C0795,100.0
1761218115.448178,9.586095809936523,-185.10000000000002,688,C5F81C0737,100.0
1761218115.468662,10.271072387695312,-187.4,688,AEF81C0709,100.0
1761218115.48821,9.604930877685547,-189.70000000000002,688,97F81C078B,100.0
1761218115.508447,9.903907775878906,-191.9,688,81F81C079D,100.0
1761218115.528172,9.588003158569336,-194.20000000000002,688,6AF81C07EF,100.0
1761218115.548234,9.63902473449707,-196.20000000000002,688,56F81B0781,100.0
1761218115.568224,9.672880172729492,-198.20000000000002,688,42F81A07E3,100.0
1761218115.58823,9.614944458007812,-200.5,688,2BF81B0765,100.0
1761218115.60823,9.608030319213867,-202.60000000000002,688,16F81B07A7,100.0
1761218115.628143,9.510040283203125,-204.8,688,00F81A0729,100.0
1761218115.648232,9.638071060180664,-206.9,688,EBF71B07BB,100.0
1761218115.668615,10.457992553710938,-209.3,688,D3F71B076D,100.0
1761218115.688436,9.796142578125,-211.60000000000002,688,BCF71C07AF,100.0
1761218115.708186,9.559869766235352,-213.8,688,A6F71B0781,100.0
1761218115.72813,9.513139724731445,-216.10000000000002,688,8FF71C0763,100.0
1761218115.748433,9.785175323486328,-218.5,688,77F71C0775,100.0
1761218115.768222,9.768009185791016,-220.8,688,60F71C0737,100.0
1761218115.788228,9.580135345458984,-223.0,688,4AF71C0759,100.0
1761218115.808537,10.396003723144531,-225.0,688,36F71B07BB,100.0
1761218115.828196,9.56106185913086,-227.20000000000002,688,20F71B07AD,100.0
1761218115.848544,10.316848754882812,-229.3,688,0BF71B071F,100.0
1761218115.868548,10.114908218383789,-231.4,688,F6F61B07C1,100.0
1761218115.888245,9.881019592285156,-233.4,688,E2F61A07A3,100.0
1761218115.908226,10.088920593261719,-235.4,688,CEF6190715,100.0
1761218115.938682,10.502099990844727,-238.3,688,B1F6190748,100.0
1761218115.968196,9.590864181518555,-240.9,688,97F618072B,100.0
1761218115.998424,10.223150253295898,-243.3,688,7FF61607FE,100.0
1761218116.028176,9.469032287597656,-245.60000000000002,688,68F6150751,100.0
1761218116.058516,10.342121124267578,-247.8,688,52F6140784,100.0
1761218116.108123,9.387969970703125,-251.70000000000002,688,2BF61407B9,100.0
1761218116.148126,9.646892547607422,-255.3,688,07F615070D,100.0
1761218116.188525,10.043859481811523,-258.90000000000003,688,E3F5160761,100.0
1761218116.228379,9.890079498291016,-262.40000000000003,688,C0F5160735,100.0
1761218116.278472,10.294914245605469,-265.8,688,9EF513072A,100.0
1761218116.368324,9.840965270996094,-269.0,688,7EF50B07C3,100.0
1761218116.628126,9.54294204711914,-272.1,688,5FF50607CD,100.0
1761218116.688261,9.613037109375,-275.2,688,40F5090733,100.0
1761218116.738608,10.347843170166016,-278.3,688,21F50C07A8,100.0
1761218116.788554,9.891986846923828,-281.5,688,01F50E07FD,100.0
1761218116.838832,10.553836822509766,-284.8,688,E0F40F07F2,100.0
1761218116.898625,10.379791259765625,-288.2,688,BEF40E07F8,100.0
1761218116.958621,9.977102279663086,-291.2,688,A0F40D075E,100.0
1761218117.018569,10.365962982177734,-294.40000000000003,688,80F40D07D4,100.0
1761218117.078771,10.016202926635742,-297.5,688,61F40D07CA,100.0
1761218117.138674,10.46609878540039,-300.7,688,41F40D0740,100.0
1761218117.188246,9.582996368408203,-303.90000000000003,688,21F40E0745,100.0
1761218117.238735,10.510921478271484,-306.90000000000003,688,03F40E07BA,100.0
1761218117.288585,9.969949722290039,-310.0,688,E4F30E070F,100.0
1761218117.37865,10.406017303466797,-313.0,688,C6F30A0738,100.0
1761218117.608172,9.451866149902344,-316.0,688,A8F303075F,100.0
1761218118.308495,9.840965270996094,-312.70000000000005,688,C9F30507E5,100.0
1761218118.418754,10.128021240234375,-309.6,688,E8F30607B0,100.0
1761218118.908429,9.675025939941406,-306.6,688,06F4020791,100.0
1761218119.158724,10.482072830200195,-303.6,688,24F402072A,100.0
1761218120.138801,10.496139526367188,-300.6,688,42F404072C,100.0
1761218120.238809,10.546207427978516,-297.40000000000003,688,62F4060786,100.0
1761218120.538696,10.326147079467773,-300.40000000000003,688,44F40307B4,100.0
1761218120.798822,10.5438232421875,-297.40000000000003,688,62F403075E,100.0
1761218120.958735,10.133981704711914,-294.2,688,82F40507DE,100.0
1761218121.018613,10.244131088256836,-290.8,688,A4F40A07C4,100.0
1761218121.058278,9.533166885375977,-287.8,688,C2F40D0778,100.0
1761218121.098487,9.843826293945312,-284.40000000000003,688,E4F41107AC,100.0
1761218121.138718,10.403871536254883,-281.1,688,05F51207B0,100.0
1761218121.188344,9.694099426269531,-277.7,688,27F51107D5,100.0
1761218121.248598,9.84811782836914,-274.3,688,49F50F074B,100.0
1761218121.328317,9.605884552001953,-271.0,688,6AF50C07E3,100.0
1761218121.398646,10.35308837890625,-267.6,688,8CF50C07FA,100.0
1761218121.448629,9.921789169311523,-264.3,688,ADF50E07BF,100.0
1761218121.488275,9.49716567993164,-260.7,688,D1F5110723,100.0
1761218121.518796,10.066986083984375,-257.3,688,F3F5140726,100.0
1761218121.548587,9.785175323486328,-253.5,688,19F6180769,100.0
1761218121.578757,10.403156280517578,-249.60000000000002,688,40F61A07DC,100.0
1761218121.608352,9.613990783691406,-245.8,688,66F61C07CF,100.0
1761218121.638521,10.24484634399414,-242.70000000000002,688,85F61B07B2,100.0
1761218121.688553,10.013103485107422,-239.60000000000002,688,A4F6150737,100.0
1761218121.828547,9.721040725708008,-242.70000000000002,688,85F6030755,100.0
1761218121.928681,9.982824325561523,-245.8,688,66F605074F,100.0
1761218122.148676,9.943962097167969,-248.9,688,47F60407C5,100.0
1761218122.268705,9.943962097167969,-252.10000000000002,688,27F60607C1,100.0
1761218122.348348,9.575843811035156,-255.3,688,07F6090799,100.0
1761218122.428379,9.608030319213867,-258.8,688,E4F50A07C1,100.0
1761218122.488386,9.560823440551758,-262.0,688,C4F50C07E7,100.0
1761218122.538786,10.422945022583008,-265.40000000000003,688,A2F50E077C,100.0
1761218122.588389,9.579896926879883,-268.90000000000003,688,7FF5100751,100.0
1761218122.638786,10.419130325317383,-272.1,688,5FF50F07E6,100.0
1761218122.688728,9.932994842529297,-275.1,688,41F50F07CB,100.0
1761218122.748311,9.469985961914062,-278.7,688,1DF50F07F1,100.0
1761218122.818768,10.442018508911133,-281.8,688,FEF40C0798,100.0
1761218122.898768,10.370016098022461,-284.90000000000003,688,DFF40A0740,100.0
1761218122.978778,10.36977767944336,-288.2,688,BEF40B07A8,100.0
1761218123.048405,9.58704948425293,-291.6,688,9CF40C07AF,100.0
1761218123.098882,10.529041290283203,-294.6,688,7EF40D07C4,100.0
1761218123.148409,9.611845016479492,-298.1,688,5BF40F0749,100.0
1761218123.188397,9.629011154174805,-301.3,688,3BF411079D,100.0
1761218123.238869,10.508060455322266,-305.0,688,16F41207A2,100.0
1761218123.278784,10.055065155029297,-308.0,688,F8F3120796,100.0
1761218123.318863,10.514020919799805,-311.0,688,DAF312075A,100.0
1761218123.368358,9.604930877685547,-314.0,688,BCF311073F,100.0
1761218123.418765,10.430097579956055,-317.0,688,9EF30F0774,100.0
1761218123.478833,10.046958923339844,-320.1,688,7FF30E077A,100.0
1761218123.538807,10.499954223632812,-323.1,688,61F30D0710,100.0
1761218123.608351,9.533882141113281,-326.20000000000005,688,42F30B0717,100.0
1761218123.688417,9.469032287597656,-329.5,688,21F30A07DF,100.0
1761218123.758676,10.267972946166992,-332.6,688,02F30A0756,100.0
1761218123.828535,9.687185287475586,-335.70000000000005,688,E3F20B071D,100.0
1761218123.918743,10.324954986572266,-339.0,688,C2F20907B6,100.0
1761218124.028429,9.639978408813477,-342.0,688,A4F2070721,100.0
1761218124.398815,10.452032089233398,-345.1,688,85F2010706,100.0
1761218124.638914,10.366201400756836,-348.1,688,67F203076E,100.0
1761218124.788495,9.701013565063477,-351.3,688,47F205071D,100.0
1761218125.318908,10.358095169067383,-354.3,688,29F2030702,100.0
1761218126.708474,9.570837020874023,-351.0,688,4AF208071D,100.0
1761218126.748449,9.551048278808594,-347.20000000000005,688,70F20E0721,100.0
1761218126.778902,10.075092315673828,-344.20000000000005,688,8EF21207B4,100.0
1761218126.80841,9.517908096313477,-340.90000000000003,688,AFF21407D7,100.0
1761218126.838987,10.519027709960938,-337.40000000000003,688,D2F216078A,100.0
1761218126.87897,10.226964950561523,-333.40000000000003,688,FAF218078E,100.0
1761218126.918931,10.396957397460938,-330.20000000000005,688,1AF3160752,100.0
1761218126.958744,10.205984115600586,-327.1,688,39F3140726,100.0
1761218126.99895,10.484933853149414,-324.0,688,58F315078A,100.0
1761218127.038943,10.538101196289062,-320.70000000000005,688,79F31407EE,100.0
1761218127.078918,10.150909423828125,-317.5,688,99F31407C2,100.0
1761218127.118897,10.344982147216797,-314.3,688,B9F31407A6,100.0
1761218127.15889,10.504007339477539,-311.0,688,DAF314073A,100.0
1761218127.198929,10.404109954833984,-307.40000000000003,688,FEF315070E,100.0
1761218127.23888,10.273933410644531,-304.1,688,1FF4140752,100.0
1761218127.278959,10.038137435913086,-300.5,688,43F4150796,100.0
1761218127.318883,10.385990142822266,-297.3,688,63F414076A,100.0
1761218127.368484,9.866952896118164,-293.8,688,86F41307FF,100.0
1761218127.4189,10.416984558105469,-290.40000000000003,688,A8F4120794,100.0
1761218127.448678,9.762048721313477,-287.40000000000003,688,C6F4140747,100.0
1761218127.478932,9.967803955078125,-283.0,688,F2F419073A,100.0
1761218127.498859,10.46895980834961,-279.2,688,18F51E077C,100.0
1761218127.518934,10.395050048828125,-274.90000000000003,688,43F524072E,100.0
1761218127.538893,10.529041290283203,-270.3,688,71F5290700,100.0
1761218127.548547,9.654045104980469,-267.5,688,8DF52C0771,100.0
1761218127.558808,10.261058807373047,-264.7,688,A9F52F0712,100.0
1761218127.568402,9.593963623046875,-261.7,688,C7F5330753,100.0
1761218127.578931,10.529041290283203,-258.8,688,E4F5350754,100.0
1761218127.588371,9.439945220947266,-255.70000000000002,688,03F6380735,100.0
1761218127.598879,10.508060455322266,-252.10000000000002,688,27F63C0726,100.0
1761218127.608398,9.518861770629883,-248.9,688,47F63E0777,100.0
1761218127.618869,10.471105575561523,-245.5,688,69F64107C8,100.0
1761218127.628396,9.526968002319336,-242.20000000000002,688,8AF6430729,100.0
1761218127.638898,10.501861572265625,-239.0,688,AAF644074A,100.0
1761218127.648448,9.550094604492188,-235.8,688,CAF646071B,100.0
1761218127.658916,10.468006134033203,-232.4,688,ECF647073C,100.0
1761218127.668859,9.943008422851562,-229.3,688,0BF748075D,100.0
1761218127.678917,10.057926177978516,-225.9,688,2DF749073E,100.0
1761218127.688573,9.655952453613281,-222.70000000000002,688,4DF74A077F,100.0
1761218127.698966,10.393142700195312,-219.60000000000002,688,6CF74A07B0,100.0
1761218127.708445,9.479045867919922,-216.3,688,8DF74B0741,100.0
1761218127.719001,10.55598258972168,-213.0,688,AEF74C0712,100.0
1761218127.728557,9.556055068969727,-209.60000000000002,688,D0F74D0783,100.0
1761218127.738895,10.33782958984375,-206.3,688,F1F74E07F4,100.0
1761218127.748475,9.580135345458984,-203.10000000000002,688,11F84E07F5,100.0
1761218127.758924,10.448932647705078,-200.10000000000002,688,2FF84E0716,100.0
1761218127.768415,9.490966796875,-197.0,688,4EF84D0747,100.0
1761218127.77887,10.455131530761719,-194.0,688,6CF84D07B8,100.0
1761218127.788576,9.705781936645508,-191.0,688,8AF84D0729,100.0
1761218127.798887,10.311126708984375,-188.20000000000002,688,A6F84C07EA,100.0
1761218127.808708,9.820938110351562,-185.5,688,C1F84A078B,100.0
1761218127.818905,10.197162628173828,-182.8,688,DCF84A073C,100.0
1761218127.828501,9.595870971679688,-180.4,688,F4F84807AD,100.0
1761218127.838979,10.478019714355469,-178.3,688,09F945077E,100.0
1761218127.848541,9.562015533447266,-176.10000000000002,688,1FF944070F,100.0
1761218127.858818,10.277032852172852,-174.10000000000002,688,33F9420770,100.0
1761218127.87895,10.016202926635742,-170.4,688,58F93D0702,100.0
1761218127.898952,10.447025299072266,-167.3,688,77F93807E4,100.0
1761218127.918906,10.478019714355469,-164.3,688,95F93407C6,100.0
1761218127.938861,10.289907455444336,-161.5,688,B1F9300708,100.0
1761218127.958841,10.290145874023438,-158.60000000000002,688,CEF92D076A,100.0
1761218127.978919,10.32710075378418,-156.10000000000002,688,E7F92A07CC,100.0
1761218127.998934,10.46299934387207,-153.5,688,01FA28077E,100.0
1761218128.018964,10.509014129638672,-151.4,688,16FA250720,100.0
1761218128.038919,10.428905487060547,-148.8,688,30FA240752,100.0
1761218128.058811,10.289907455444336,-146.6,688,46FA220744,100.0
1761218128.078898,10.113954544067383,-144.1,688,5FFA2107D6,100.0
1761218128.098864,10.215044021606445,-141.5,688,79FA210778,100.0
1761218128.118964,10.542869567871094,-138.9,688,93FA21071A,100.0
1761218128.138933,10.241985321044922,-136.1,688,AFFA21078C,100.0
1761218128.158819,10.390043258666992,-133.3,688,CBFA21078E,100.0
1761218128.178851,10.351896286010742,-130.3,688,E9FA220750,100.0
1761218128.198885,10.406970977783203,-127.5,688,05FB220742,100.0
1761218128.219077,10.622024536132812,-124.5,688,23FB230774,100.0
1761218128.23898,10.125160217285156,-121.5,688,41FB240766,100.0
1761218128.258833,10.316848754882812,-118.30000000000001,688,61FB2407A8,100.0
1761218128.27891,10.161876678466797,-115.2,688,80FB25076A,100.0
1761218128.298865,10.171175003051758,-112.10000000000001,688,9FFB2507EC,100.0
1761218128.318903,10.500907897949219,-108.7,688,C1FB26074E,100.0
1761218128.338913,10.225057601928711,-105.4,688,E2FB2707A0,100.0
1761218128.358892,10.376930236816406,-101.80000000000001,688,06FC2807A2,100.0
1761218128.378964,10.475873947143555,-98.30000000000001,688,29FC290704,100.0
1761218128.398758,10.234832763671875,-94.9,688,4BFC290766,100.0
1761218128.408525,9.76705551147461,-92.9,688,5FFC2B0707,100.0
1761218128.428455,9.52601432800293,-89.30000000000001,688,83FC2A07E9,100.0
1761218128.448569,9.593963623046875,-85.7,688,A7FC2B07BB,100.0
1761218128.468685,9.618997573852539,-82.30000000000001,688,C9FC2B075D,100.0
1761218128.488552,9.644031524658203,-78.80000000000001,688,ECFC2B070F,100.0
1761218128.508502,9.608030319213867,-75.2,688,10FD2B07C1,100.0
1761218128.528572,9.672164916992188,-71.7,688,33FD2B07F3,100.0
1761218128.548411,9.489774703979492,-68.3,688,55FD2B0795,100.0
1761218128.568667,9.769916534423828,-64.9,688,77FD2B07B7,100.0
1761218128.588713,9.739875793457031,-61.6,688,98FD2B0749,100.0
1761218128.608368,9.593009948730469,-58.5,688,B7FD29079B,100.0
1761218128.628749,9.759902954101562,-55.5,688,D5FD2807AD,100.0
1761218128.648472,9.556055068969727,-52.300000000000004,688,F5FD2807AF,100.0
1761218128.66858,9.585142135620117,-49.300000000000004,688,13FE2807F1,100.0
1761218128.688707,9.796142578125,-46.300000000000004,688,31FE270723,100.0
1761218128.708443,9.721040725708008,-43.300000000000004,688,4FFE2607C5,100.0
1761218128.728739,9.707927703857422,-40.300000000000004,688,6DFE2607E7,100.0
1761218128.748684,9.680032730102539,-37.5,688,89FE250799,100.0
1761218128.768546,9.685039520263672,-34.7,688,A5FE25075B,100.0
1761218128.788443,9.544134140014648,-31.900000000000002,688,C1FE24070D,100.0
1761218128.808501,9.66191291809082,-29.3,688,DBFE24079F,100.0
1761218128.828411,9.530067443847656,-26.900000000000002,688,F3FE2207B1,100.0
1761218128.848449,9.421110153198242,-24.3,688,0DFF2107A3,100.0
1761218128.868457,9.593009948730469,-21.6,688,28FF220785,100.0
1761218128.888608,9.63902473449707,-19.200000000000003,688,40FF210777,100.0
1761218128.908536,9.979963302612305,-16.6,688,5AFF200739,100.0
1761218128.928549,9.572029113769531,-14.0,688,74FF2107CB,100.0
1761218128.94848,9.525775909423828,-11.600000000000001,688,8CFF2007CD,100.0
1761218128.96854,9.76705551147461,-9.3,688,A3FF1F07FF,100.0
1761218128.988531,9.597063064575195,-6.7,688,BDFF200721,100.0
1761218129.008585,9.615898132324219,-4.5,688,D3FF1E0753,100.0
1761218129.028494,9.527921676635742,-2.4000000000000004,688,E8FF1D0785,100.0
1761218129.048663,9.66787338256836,-0.2,688,FEFF1D07D7,100.0
1761218129.078883,10.237932205200195,2.1,688,15001A072A,100.0
1761218129.108494,9.568929672241211,4.1000000000000005,688,290016076D,100.0
1761218129.158975,10.454893112182617,6.1000000000000005,688,3D001007A2,100.0
1761218129.798999,10.400056838989258,3.1,688,1F00020792,100.0
1761218130.908571,9.591102600097656,0.1,688,0100010761,100.0
1761218133.339281,10.750055313110352,-2.9000000000000004,688,E3FF0107F4,100.0
1761218139.439417,10.583877563476562,0.1,688,0100000706,100.0
